attribute,class,accuracy,precision,recall,f1_score,support_frac,rmse
suited,0,1.0,1.0,1.0,1.0,0.5384615384615384,
suited,1,1.0,1.0,1.0,1.0,0.46153846153846156,
connectedness,0,0.9704142011834319,1.0,1.0,1.0,0.07692307692307693,
connectedness,1,0.9704142011834319,1.0,1.0,1.0,0.15384615384615385,
connectedness,2,0.9704142011834319,1.0,1.0,1.0,0.14201183431952663,
connectedness,3,0.9704142011834319,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.1301775147928994,
connectedness,4,0.9704142011834319,0.95,0.95,0.95,0.11834319526627218,
connectedness,5,0.9704142011834319,1.0,0.9444444444444444,0.9714285714285714,0.10650887573964497,
connectedness,6,0.9704142011834319,0.9375,0.9375,0.9375,0.09467455621301775,
connectedness,7,0.9704142011834319,0.9090909090909091,1.0,0.9523809523809523,0.05917159763313609,
connectedness,8,0.9704142011834319,0.8888888888888888,1.0,0.9411764705882353,0.047337278106508875,
connectedness,9,0.9704142011834319,1.0,0.8333333333333334,0.9090909090909091,0.03550295857988166,
connectedness,10,0.9704142011834319,1.0,1.0,1.0,0.023668639053254437,
connectedness,11,0.9704142011834319,1.0,1.0,1.0,0.011834319526627219,
pair,0,1.0,1.0,1.0,1.0,0.9230769230769231,
pair,1,1.0,1.0,1.0,1.0,0.07692307692307693,
high_card,0,0.9940828402366864,1.0,1.0,1.0,0.005917159763313609,
high_card,1,0.9940828402366864,1.0,1.0,1.0,0.01775147928994083,
high_card,2,0.9940828402366864,1.0,1.0,1.0,0.029585798816568046,
high_card,3,0.9940828402366864,1.0,1.0,1.0,0.04142011834319527,
high_card,4,0.9940828402366864,1.0,1.0,1.0,0.05325443786982249,
high_card,5,0.9940828402366864,1.0,0.9090909090909091,0.9523809523809523,0.0650887573964497,
high_card,6,0.9940828402366864,0.9285714285714286,1.0,0.9629629629629629,0.07692307692307693,
high_card,7,0.9940828402366864,1.0,1.0,1.0,0.08875739644970414,
high_card,8,0.9940828402366864,1.0,1.0,1.0,0.10059171597633136,
high_card,9,0.9940828402366864,1.0,1.0,1.0,0.11242603550295859,
high_card,10,0.9940828402366864,1.0,1.0,1.0,0.1242603550295858,
high_card,11,0.9940828402366864,1.0,1.0,1.0,0.13609467455621302,
high_card,12,0.9940828402366864,1.0,1.0,1.0,0.14792899408284024,
low_card,0,0.9881656804733728,1.0,1.0,1.0,0.14792899408284024,
low_card,1,0.9881656804733728,1.0,1.0,1.0,0.13609467455621302,
low_card,2,0.9881656804733728,1.0,1.0,1.0,0.1242603550295858,
low_card,3,0.9881656804733728,1.0,1.0,1.0,0.11242603550295859,
low_card,4,0.9881656804733728,1.0,1.0,1.0,0.10059171597633136,
low_card,5,0.9881656804733728,1.0,1.0,1.0,0.08875739644970414,
low_card,6,0.9881656804733728,0.9285714285714286,1.0,0.9629629629629629,0.07692307692307693,
low_card,7,0.9881656804733728,1.0,0.9090909090909091,0.9523809523809523,0.0650887573964497,
low_card,8,0.9881656804733728,1.0,1.0,1.0,0.05325443786982249,
low_card,9,0.9881656804733728,1.0,1.0,1.0,0.04142011834319527,
low_card,10,0.9881656804733728,0.8333333333333334,1.0,0.9090909090909091,0.029585798816568046,
low_card,11,0.9881656804733728,1.0,0.6666666666666666,0.8,0.01775147928994083,
low_card,12,0.9881656804733728,1.0,1.0,1.0,0.005917159763313609,
rank_diff,0,0.9704142011834319,1.0,1.0,1.0,0.07692307692307693,
rank_diff,1,0.9704142011834319,1.0,1.0,1.0,0.14201183431952663,
rank_diff,2,0.9704142011834319,1.0,1.0,1.0,0.1301775147928994,
rank_diff,3,0.9704142011834319,0.9523809523809523,1.0,0.975609756097561,0.11834319526627218,
rank_diff,4,0.9704142011834319,1.0,0.9444444444444444,0.9714285714285714,0.10650887573964497,
rank_diff,5,0.9704142011834319,0.9333333333333333,0.875,0.9032258064516129,0.09467455621301775,
rank_diff,6,0.9704142011834319,0.8666666666666667,0.9285714285714286,0.896551724137931,0.08284023668639054,
rank_diff,7,0.9704142011834319,0.9230769230769231,1.0,0.96,0.07100591715976332,
rank_diff,8,0.9704142011834319,1.0,0.9,0.9473684210526315,0.05917159763313609,
rank_diff,9,0.9704142011834319,1.0,1.0,1.0,0.047337278106508875,
rank_diff,10,0.9704142011834319,1.0,1.0,1.0,0.03550295857988166,
rank_diff,11,0.9704142011834319,1.0,1.0,1.0,0.023668639053254437,
rank_diff,12,0.9704142011834319,1.0,1.0,1.0,0.011834319526627219,
hand_type,offsuit,1.0,1.0,1.0,1.0,0.46153846153846156,
hand_type,pair,1.0,1.0,1.0,1.0,0.07692307692307693,
hand_type,suited,1.0,1.0,1.0,1.0,0.46153846153846156,
ace,0,1.0,1.0,1.0,1.0,0.8520710059171598,
